ID,Tweet,Match,Polarity
789,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
790,ani university grants commission had set up  committees for examinations amp online education one committee will look at the aspects r,,NEUTRAL
791,would you like to earn money with your free time   youtubedown englishnews usa money instagramlive facebook india pilipinasgottalent tamzinbooth finance canada campus socialmedia education stayhome bollywood ,like free,POSITIVE
792,flake mama always said one thing no one can take away from you is your education i said period so i present you me with a bs i,flake bs,NEGATIVE
793,kellymeyerhofer this story didnt touch on how much of a financial cushion campuses have bc of space constraints but in case youre i,,NEUTRAL
794,my university were happy to have ensured the quality of your education is uninterrupted   me my classes meet for hrs max every week and have had to scrap most of the final and half the classwork and also it just took me days to realize i completely forgot to take a quiz,happy scrap,NEUTRAL
795,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
796,nova scotia reports  new cases of covid including  at halifax seniors residence ,,NEUTRAL
797,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
798,ani university grants commission had set up  committees for examinations amp online education one committee will look at the aspects r,,NEUTRAL
799,aihaknass pls readampjudge my case my name is aihaknass kwankwasorm sponsored my education into nwu university kano the uni was es,,NEUTRAL
800,mckinleylynaya hey nbers heres a story featuring a neighbor who lives  minutes down the road i have high speed internet yet her fa,,NEUTRAL
801,schilldawg shortsighted move this can be done remotely as the pathologists noted students should not see the supports they need to,shortsighted supports,NEUTRAL
802,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
803,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
804,free education university  how to find scholarships and grants specifically tailored to your personality type hobbies college majors and much more  link in bio ,free,POSITIVE
805,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
806,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
807,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
808,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
809,globeandmail halifax area restaurant island food producers reach out to those in need  ,,NEUTRAL
810,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
811,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
812,dmo flanykpl craigcwhite iansouth richarddawkins my analysis was based on facts run a coefficient of correlation between the percentage of people in a state with a university education and the percentage who voted trump what do you get,trump,POSITIVE
813,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
814,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
815,cdpascual i collin pascual a ba communication student of the far eastern university stand firm that quality education must not be a,,NEUTRAL
816,axhasls i asha sales a ba political science student of the far eastern university stand firm that quality education must not be at,,NEUTRAL
817,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
818,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
819,srisri the world is on a lockdown but the online world remains dynamic as ever srisriu became a  virtual university last month,dynamic,POSITIVE
